ID,RootVolume,Genotype,Stage,FolderName,PlantNumber,ImagePaths_L,ImagePaths_R,Layers_L,Layers_R
ID_309524_Tsywg8,2.1,IBA980581,Early,Kjvcz6bjfj,4,[],"['/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_026.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_027.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_028.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_029.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_030.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_031.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_032.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_033.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_034.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_035.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_036.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_037.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_038.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_039.png']",[],"[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_310774_Ryvpjg,3.1,TMEB693,Early,Oipmzygepq,3,[],"['/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_032.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_033.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_034.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_035.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_036.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_037.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_038.png', '/Users/yuvenblowria/MLPR/data/Oipmzygepq/Oipmzygepq_R_039.png']",[],"[32, 33, 34, 35, 36, 37, 38, 39]"
ID_311146_Vhntsv,4.5,IITA-TMS-IBA000070,Early,L8w7zu7wek,3,"['/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_033.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_034.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_035.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_036.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_037.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_038.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_039.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_040.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_041.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_042.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_043.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_044.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_045.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_046.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_047.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_048.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_049.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_050.png', '/Users/yuvenblowria/MLPR/data/L8w7zu7wek/L8w7zu7wek_L_051.png']",[],"[33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]",[]
ID_313517_Zkxwdf,3.5,IITA-TMS-IBA000070,Late,Nto14cbfiw,3,"['/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_010.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_011.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_012.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_013.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_014.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_015.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_016.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_017.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_018.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_019.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_020.png', '/Users/yuvenblowria/MLPR/data/Nto14cbfiw/Nto14cbfiw_L_021.png']",[],"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",[]
ID_320320_Gtiu4o,2.3,IBA980581,Early,Kjvcz6bjfj,6,[],"['/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_026.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_027.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_028.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_029.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_030.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_031.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_032.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_033.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_034.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_035.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_036.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_037.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_038.png', '/Users/yuvenblowria/MLPR/data/Kjvcz6bjfj/Kjvcz6bjfj_R_039.png']",[],"[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_321332_Jptlgu,1.5,TMEB419,Early,Pw4ytibfql,4,[],"['/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_028.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_029.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_030.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_031.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_032.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_033.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_034.png', '/Users/yuvenblowria/MLPR/data/Pw4ytibfql/Pw4ytibfql_R_035.png']",[],"[28, 29, 30, 31, 32, 33, 34, 35]"
ID_322039_Ygm7e5,0.2,DIXON,Early,Cex3glsnzv,7,"['/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_040.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_041.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_042.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_043.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_044.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_045.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_046.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_047.png']",[],"[40, 41, 42, 43, 44, 45, 46, 47]",[]
ID_322158_S6zaav,0.8,DIXON,Early,Cex3glsnzv,4,"['/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_040.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_041.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_042.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_043.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_044.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_045.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_046.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_047.png']",[],"[40, 41, 42, 43, 44, 45, 46, 47]",[]
ID_325246_Pppt37,2.3,TMEB419,Early,S6lk1xauct,3,[],"['/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_024.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_025.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_026.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_027.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_028.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_029.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_030.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_031.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_032.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_033.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_034.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_035.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_036.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_037.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_038.png', '/Users/yuvenblowria/MLPR/data/S6lk1xauct/S6lk1xauct_R_039.png']",[],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_326412_Yepco3,0.4,TMEB693,Early,Jtcfkuovxk,4,[],"['/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_028.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_029.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_030.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_031.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_032.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_033.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_034.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_035.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_036.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_037.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_038.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_039.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_040.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_041.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_042.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_043.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_044.png', '/Users/yuvenblowria/MLPR/data/Jtcfkuovxk/Jtcfkuovxk_R_045.png']",[],"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]"
ID_327496_F9llgg,1.4,TMEB693,Early,Klhqlr0ako,5,"['/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_038.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_039.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_040.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_041.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_042.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_043.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_044.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_045.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_046.png', '/Users/yuvenblowria/MLPR/data/Klhqlr0ako/Klhqlr0ako_L_047.png']",[],"[38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",[]
ID_327566_Rnomjq,2.9,IBA154810,Early,Xrrcqvdbkw,5,[],"['/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_027.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_028.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_029.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_030.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_031.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_032.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_033.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_034.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_035.png', '/Users/yuvenblowria/MLPR/data/Xrrcqvdbkw/Xrrcqvdbkw_R_036.png']",[],"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
ID_333842_C2uq6i,0.8,DIXON,Early,Cex3glsnzv,3,"['/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_040.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_041.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_042.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_043.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_044.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_045.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_046.png', '/Users/yuvenblowria/MLPR/data/Cex3glsnzv/Cex3glsnzv_L_047.png']",[],"[40, 41, 42, 43, 44, 45, 46, 47]",[]
ID_335091_Rceu2s,0.3,IITA-TMS-IBA000070,Early,Ecxdebmlnr,1,[],"['/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_025.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_026.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_027.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_028.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_029.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_030.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_031.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_032.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_033.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_034.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_035.png', '/Users/yuvenblowria/MLPR/data/Ecxdebmlnr/Ecxdebmlnr_R_036.png']",[],"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]"
ID_335255_Hoxqui,2.9,IBA980581,Early,Tbhppxjkvr,3,"['/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_022.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_023.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_024.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_025.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_026.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_027.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_028.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_029.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_030.png', '/Users/yuvenblowria/MLPR/data/Tbhppxjkvr/Tbhppxjkvr_L_031.png']",[],"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",[]
ID_336490_Bums0z,2.1,TMEB693,Early,Lsdgz02kdp,1,[],"['/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_017.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_018.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_019.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_020.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_021.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_022.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_023.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_024.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_025.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_026.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_R_027.png']",[],"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]"
ID_338147_Olxxlj,1.8,IITA-TMS-IBA000070,Early,Hqcekwpxgu,4,[],"['/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_030.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_031.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_032.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_033.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_034.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_035.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_036.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_037.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_038.png', '/Users/yuvenblowria/MLPR/data/Hqcekwpxgu/Hqcekwpxgu_R_039.png']",[],"[30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
ID_338368_Lpb5hs,3.8,IITA-TMS-IBA000070,Early,Xdi1ipcemf,5,"['/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_021.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_022.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_023.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_024.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_025.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_026.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_027.png', '/Users/yuvenblowria/MLPR/data/Xdi1ipcemf/Xdi1ipcemf_L_028.png']",[],"[21, 22, 23, 24, 25, 26, 27, 28]",[]
ID_339012_Ng2xvo,1.5,IBA980581,Early,Q4uyruus4j,2,[],"['/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_027.png', '/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_028.png', '/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_029.png', '/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_030.png', '/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_031.png', '/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_032.png', '/Users/yuvenblowria/MLPR/data/Q4uyruus4j/Q4uyruus4j_R_033.png']",[],"[27, 28, 29, 30, 31, 32, 33]"
ID_344415_Yq8a1o,1.4,IBA154810,Early,Rzyf8hal4j,6,"['/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_032.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_033.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_034.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_035.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_036.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_037.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_038.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_039.png', '/Users/yuvenblowria/MLPR/data/Rzyf8hal4j/Rzyf8hal4j_L_040.png']",[],"[32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_347154_Yy34th,1.4,TMEB419,Early,Dz9lpsl9ae,3,[],"['/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_045.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_046.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_047.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_048.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_049.png', '/Users/yuvenblowria/MLPR/data/Dz9lpsl9ae/Dz9lpsl9ae_R_050.png']",[],"[45, 46, 47, 48, 49, 50]"
ID_348064_Kojgm2,1.4,TMEB693,Early,Lsdgz02kdp,6,"['/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_029.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_030.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_031.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_032.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_033.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_034.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_035.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_036.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_037.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_038.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_039.png', '/Users/yuvenblowria/MLPR/data/Lsdgz02kdp/Lsdgz02kdp_L_040.png']",[],"[29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]",[]
ID_352618_Bkgck9,6.3,IBA980581,Early,F5lrpuuq8q,4,[],"['/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_023.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_024.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_025.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_026.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_027.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_028.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_029.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_030.png', '/Users/yuvenblowria/MLPR/data/F5lrpuuq8q/F5lrpuuq8q_R_031.png']",[],"[23, 24, 25, 26, 27, 28, 29, 30, 31]"
ID_355808_Brk59j,3.3,IBA154810,Early,Mrw7chmalv,6,"['/Users/yuvenblowria/MLPR/data/Mrw7chmalv/Mrw7chmalv_L_018.png', '/Users/yuvenblowria/MLPR/data/Mrw7chmalv/Mrw7chmalv_L_019.png', '/Users/yuvenblowria/MLPR/data/Mrw7chmalv/Mrw7chmalv_L_020.png', '/Users/yuvenblowria/MLPR/data/Mrw7chmalv/Mrw7chmalv_L_021.png', '/Users/yuvenblowria/MLPR/data/Mrw7chmalv/Mrw7chmalv_L_022.png', '/Users/yuvenblowria/MLPR/data/Mrw7chmalv/Mrw7chmalv_L_023.png']",[],"[18, 19, 20, 21, 22, 23]",[]
